isData/I:Mass/F:Lumi:nObs:nBkgEvts:snBkgEvts:sNormFrac:nSigma
0	 300.0	4000.0	  69.0	2.5255	4.2142	1.6687	9.2625	
0	 400.0	4000.0	  64.0	3.5258	4.9860	1.4141	7.7542	
0	 500.0	4000.0	  26.0	0.8998	2.4557	2.7292	5.5883	
0	 600.0	4000.0	  14.0	1.0571	2.6816	2.5368	3.1765	
0	 700.0	4000.0	   6.0	0.4206	1.7105	4.0668	2.1020	
0	 800.0	4000.0	   3.0	0.0444	0.5023	11.3131	2.3217	
0	 900.0	4000.0	   1.0	0.1261	0.9165	7.2680	0.6365	
0	 300.0	5000.0	  86.0	3.1569	5.2678	1.6687	10.0203	
0	 400.0	5000.0	  80.0	4.4073	6.2325	1.4141	8.3233	
0	 500.0	5000.0	  33.0	1.1248	3.0696	2.7290	6.0184	
0	 600.0	5000.0	  17.0	1.3214	3.3520	2.5367	3.2551	
0	 700.0	5000.0	   8.0	0.5258	2.1381	4.0664	2.3461	
0	 800.0	5000.0	   3.0	0.0555	0.6278	11.3117	2.1212	
0	 900.0	5000.0	   2.0	0.1577	1.1456	7.2644	1.0716	
